,activities_visited,buddy_userids,enrollment_status,grade,lessons_visited,module_name,percentage_activities_visited,percentage_lessons_visited,school_code,school_name,server_id,state_code,timestamp,total_activities,total_lessons,unit_name,user_id,username
195,2.0,[],No,,0.0,[u'Linear Equations'],28.57142857142857,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 13:09:00,7.0,1.0,le-unit1-making-solving-puzzles,1065757.0,black-bulbul-tg215
196,3.0,[],Yes,,0.0,[u'Linear Equations'],42.857142857142854,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 15:10:00,7.0,1.0,le-unit1-making-solving-puzzles,1065757.0,black-bulbul-tg215
197,3.0,[],Yes,,0.0,[u'Linear Equations'],42.857142857142854,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 15:10:00,7.0,1.0,le-unit1-making-solving-puzzles,1065757.0,black-bulbul-tg215
198,1.0,[1065759],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 15:10:00,7.0,1.0,le-unit1-making-solving-puzzles,1065758.0,black-bull-tg215
199,1.0,[1065759],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 15:10:00,7.0,1.0,le-unit1-making-solving-puzzles,1065758.0,black-bull-tg215
200,1.0,[],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 15:10:00,7.0,1.0,le-unit1-making-solving-puzzles,1065759.0,black-butterfly-tg215
201,1.0,[],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 15:10:00,7.0,1.0,le-unit1-making-solving-puzzles,1065759.0,black-butterfly-tg215
202,0.0,[],No,Grade 8,0.0,[u'Linear Equations'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:19:00,7.0,1.0,le-unit1-making-solving-puzzles,1259953.0,blue-copper-sp100
203,0.0,[],No,Grade 8,0.0,[u'Linear Equations'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:19:00,7.0,1.0,le-unit1-making-solving-puzzles,1259953.0,blue-copper-sp100
204,0.0,[],No,Grade 9,0.0,[u'Linear Equations'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:19:00,7.0,1.0,le-unit1-making-solving-puzzles,1260002.0,black-apple-sp100
205,0.0,[],No,Grade 9,0.0,[u'Linear Equations'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:19:00,7.0,1.0,le-unit1-making-solving-puzzles,1260002.0,black-apple-sp100
208,0.0,[],No,,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 10:08:00,128.0,13.0,eb-unit1-english-beginner,1065706.0,blue-nitrogen-tg215
209,23.0,[],Yes,,1.0,[u'English Beginner'],17.96875,7.6923076923076925,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 15:09:00,128.0,13.0,eb-unit1-english-beginner,1065753.0,black-banana-tg215
210,29.0,[],Yes,,2.0,[u'English Beginner'],22.65625,15.384615384615385,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 16:09:00,128.0,13.0,eb-unit1-english-beginner,1065778.0,black-gorilla-tg215
211,40.0,[],Yes,,3.0,[u'English Beginner'],31.25,23.07692307692308,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 11:09:00,128.0,13.0,eb-unit1-english-beginner,1065778.0,black-gorilla-tg215
212,76.0,[],Yes,,8.0,[u'English Beginner'],59.375,61.53846153846154,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 12:09:00,128.0,13.0,eb-unit1-english-beginner,1065778.0,black-gorilla-tg215
213,0.0,[],No,,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 11:08:00,128.0,13.0,eb-unit1-english-beginner,1065781.0,black-heron-tg215
214,2.0,[],Yes,,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 13:09:00,128.0,13.0,eb-unit1-english-beginner,1065781.0,black-heron-tg215
215,3.0,[],Yes,,0.0,[u'English Beginner'],2.34375,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 10:09:00,128.0,13.0,eb-unit1-english-beginner,1065781.0,black-heron-tg215
216,31.0,[],Yes,,2.0,[u'English Beginner'],24.21875,15.384615384615385,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 11:09:00,128.0,13.0,eb-unit1-english-beginner,1065781.0,black-heron-tg215
217,43.0,[],Yes,,4.0,[u'English Beginner'],33.59375,30.76923076923077,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 12:09:00,128.0,13.0,eb-unit1-english-beginner,1065781.0,black-heron-tg215
218,0.0,[],No,,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-21 15:08:00,128.0,13.0,eb-unit1-english-beginner,1065782.0,black-hibiscus-tg215
219,19.0,[],Yes,Grade 9,1.0,[u'English Beginner'],14.84375,7.6923076923076925,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 15:09:00,128.0,13.0,eb-unit1-english-beginner,1065783.0,black-hippo-tg215
220,21.0,[],Yes,Grade 9,1.0,[u'English Beginner'],16.40625,7.6923076923076925,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 12:09:00,128.0,13.0,eb-unit1-english-beginner,1065783.0,black-hippo-tg215
221,0.0,[],No,,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 12:08:00,128.0,13.0,eb-unit1-english-beginner,1065784.0,black-honeybee-tg215
222,30.0,[],Yes,,1.0,[u'English Beginner'],23.4375,7.6923076923076925,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 13:09:00,128.0,13.0,eb-unit1-english-beginner,1065785.0,black-horse-tg215
223,31.0,[],Yes,,1.0,[u'English Beginner'],24.21875,7.6923076923076925,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 14:09:00,128.0,13.0,eb-unit1-english-beginner,1065785.0,black-horse-tg215
224,2.0,[],No,,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 15:09:00,128.0,13.0,eb-unit1-english-beginner,1065788.0,black-lion-tg215
225,37.0,[],Yes,,2.0,[u'English Beginner'],28.90625,15.384615384615385,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 16:09:00,128.0,13.0,eb-unit1-english-beginner,1065788.0,black-lion-tg215
226,2.0,[],Yes,,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 12:09:00,128.0,13.0,eb-unit1-english-beginner,1065792.0,black-monkey-tg215
227,0.0,[],No,,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 11:09:00,128.0,13.0,eb-unit1-english-beginner,1065794.0,black-octopus-tg215
228,1.0,[],Yes,,0.0,[u'English Beginner'],0.78125,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-21 16:08:00,128.0,13.0,eb-unit1-english-beginner,1065795.0,black-ostrich-tg215
229,21.0,"[1066041, 1066689]",Yes,,0.0,[u'English Beginner'],16.40625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 12:09:00,128.0,13.0,eb-unit1-english-beginner,1065795.0,black-ostrich-tg215
230,1.0,[],No,Grade 8,0.0,[u'English Beginner'],0.78125,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1259953.0,blue-copper-sp100
231,1.0,[],No,Grade 8,0.0,[u'English Beginner'],0.78125,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1259953.0,blue-copper-sp100
232,0.0,[],No,Grade 9,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1260002.0,black-apple-sp100
233,0.0,[],No,Grade 9,0.0,[u'English Beginner'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1260002.0,black-apple-sp100
234,2.0,[],No,,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1260189.0,brown-ostrich-sp100
235,2.0,[],No,,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1260189.0,brown-ostrich-sp100
236,2.0,[],No,Grade 8,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1260193.0,brown-peacock-sp100
237,2.0,[],No,Grade 8,0.0,[u'English Beginner'],1.5625,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:17:00,128.0,13.0,eb-unit1-english-beginner,1260193.0,brown-peacock-sp100
240,0.0,[],No,,0.0,[u'Geometric Reasoning Part II'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:09:00,36.0,8.0,gr2-unit2-understanding-need-for-proof,1065753.0,black-banana-tg215
241,0.0,[],No,,0.0,[u'Geometric Reasoning Part II'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:09:00,36.0,8.0,gr2-unit2-understanding-need-for-proof,1065753.0,black-banana-tg215
242,3.0,[],Yes,,2.0,[u'Geometric Reasoning Part II'],8.333333333333332,25.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 13:13:00,36.0,8.0,gr2-unit2-understanding-need-for-proof,1065785.0,black-horse-tg215
245,22.0,[],Yes,,8.0,[u'Atomic Structure'],44.897959183673464,88.8888888888889,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065706.0,blue-nitrogen-tg215
246,49.0,[],Yes,,9.0,[u'Atomic Structure'],100.0,100.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065706.0,blue-nitrogen-tg215
247,0.0,[],No,,0.0,[u'Atomic Structure'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065708.0,blue-silver-tg215
248,0.0,[],No,Choose Class / Grade,0.0,[u'Atomic Structure'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065718.0,green-silver-tg215
249,0.0,[],No,,0.0,[u'Atomic Structure'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065733.0,red-copper-tg215
250,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065751.0,black-ant-tg215
251,10.0,[],Yes,,2.0,[u'Atomic Structure'],20.40816326530612,22.222222222222218,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-19 15:15:00,49.0,9.0,atom-in-chemistry,1065751.0,black-ant-tg215
252,11.0,[],Yes,,2.0,[u'Atomic Structure'],22.448979591836732,22.222222222222218,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065751.0,black-ant-tg215
253,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065752.0,black-apple-tg215
254,4.0,[],Yes,,1.0,[u'Atomic Structure'],8.16326530612245,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-19 11:14:00,49.0,9.0,atom-in-chemistry,1065752.0,black-apple-tg215
255,49.0,[],Yes,Grade 9,9.0,[u'Atomic Structure'],100.0,100.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065752.0,black-apple-tg215
256,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065753.0,black-banana-tg215
257,3.0,[],Yes,,1.0,[u'Atomic Structure'],6.1224489795918355,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-19 11:14:00,49.0,9.0,atom-in-chemistry,1065753.0,black-banana-tg215
258,7.0,[],Yes,,1.0,[u'Atomic Structure'],14.285714285714285,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065753.0,black-banana-tg215
259,19.0,[],Yes,,6.0,[u'Atomic Structure'],38.775510204081634,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065753.0,black-banana-tg215
260,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065754.0,black-bat-tg215
261,8.0,[],Yes,,2.0,[u'Atomic Structure'],16.3265306122449,22.222222222222218,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065754.0,black-bat-tg215
262,9.0,[],Yes,,2.0,[u'Atomic Structure'],18.367346938775512,22.222222222222218,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065754.0,black-bat-tg215
263,16.0,[],Yes,,4.0,[u'Atomic Structure'],32.6530612244898,44.444444444444436,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065754.0,black-bat-tg215
264,29.0,[],Yes,,7.0,[u'Atomic Structure'],59.18367346938776,77.7777777777778,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065754.0,black-bat-tg215
265,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065755.0,black-bear-tg215
266,4.0,[],Yes,,1.0,[u'Atomic Structure'],8.16326530612245,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-19 11:14:00,49.0,9.0,atom-in-chemistry,1065755.0,black-bear-tg215
267,13.0,[],Yes,,3.0,[u'Atomic Structure'],26.530612244897963,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-19 13:14:00,49.0,9.0,atom-in-chemistry,1065755.0,black-bear-tg215
268,19.0,[],Yes,,6.0,[u'Atomic Structure'],38.775510204081634,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-19 15:15:00,49.0,9.0,atom-in-chemistry,1065755.0,black-bear-tg215
269,21.0,[],Yes,,7.0,[u'Atomic Structure'],42.857142857142854,77.7777777777778,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065755.0,black-bear-tg215
270,48.0,[],Yes,,8.0,[u'Atomic Structure'],97.95918367346937,88.8888888888889,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065756.0,black-beatle-tg215
271,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065757.0,black-bulbul-tg215
272,46.0,[],Yes,,7.0,[u'Atomic Structure'],93.87755102040815,77.7777777777778,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065757.0,black-bulbul-tg215
273,47.0,[],Yes,,8.0,[u'Atomic Structure'],95.91836734693877,88.8888888888889,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065757.0,black-bulbul-tg215
274,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065758.0,black-bull-tg215
275,13.0,[],Yes,,3.0,[u'Atomic Structure'],26.530612244897963,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065758.0,black-bull-tg215
276,25.0,[],Yes,,6.0,[u'Atomic Structure'],51.020408163265316,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065758.0,black-bull-tg215
277,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065759.0,black-butterfly-tg215
278,2.0,[1065761],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065760.0,black-camel-tg215
279,17.0,[],Yes,,5.0,[u'Atomic Structure'],34.693877551020414,55.555555555555564,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065760.0,black-camel-tg215
280,49.0,[],Yes,,9.0,[u'Atomic Structure'],100.0,100.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065760.0,black-camel-tg215
281,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065761.0,black-cat-tg215
282,13.0,[],Yes,,3.0,[u'Atomic Structure'],26.530612244897963,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065761.0,black-cat-tg215
283,26.0,[],Yes,,8.0,[u'Atomic Structure'],53.061224489795926,88.8888888888889,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065761.0,black-cat-tg215
284,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065762.0,black-cheetah-tg215
285,4.0,[],Yes,,1.0,[u'Atomic Structure'],8.16326530612245,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-21 10:17:00,49.0,9.0,atom-in-chemistry,1065762.0,black-cheetah-tg215
286,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065763.0,black-cobra-tg215
287,9.0,[],Yes,,2.0,[u'Atomic Structure'],18.367346938775512,22.222222222222218,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065763.0,black-cobra-tg215
288,13.0,[],Yes,,3.0,[u'Atomic Structure'],26.530612244897963,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065763.0,black-cobra-tg215
289,48.0,[],Yes,,8.0,[u'Atomic Structure'],97.95918367346937,88.8888888888889,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065763.0,black-cobra-tg215
290,49.0,[],Yes,,9.0,[u'Atomic Structure'],100.0,100.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065763.0,black-cobra-tg215
291,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065764.0,black-crab-tg215
292,15.0,[],Yes,,4.0,[u'Atomic Structure'],30.612244897959183,44.444444444444436,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065764.0,black-crab-tg215
293,21.0,[],Yes,,6.0,[u'Atomic Structure'],42.857142857142854,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065764.0,black-crab-tg215
294,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:14:00,49.0,9.0,atom-in-chemistry,1065765.0,black-deer-tg215
295,16.0,[],Yes,Grade 8,6.0,[u'Atomic Structure'],32.6530612244898,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065765.0,black-deer-tg215
296,22.0,[],Yes,,6.0,[u'Atomic Structure'],44.897959183673464,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065766.0,black-dog-tg215
297,10.0,[],Yes,,3.0,[u'Atomic Structure'],20.40816326530612,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 15:17:00,49.0,9.0,atom-in-chemistry,1065768.0,black-dragonfly-tg215
298,35.0,[],Yes,,6.0,[u'Atomic Structure'],71.42857142857143,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 16:18:00,49.0,9.0,atom-in-chemistry,1065768.0,black-dragonfly-tg215
299,19.0,[],Yes,Choose Class / Grade,6.0,[u'Atomic Structure'],38.775510204081634,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065769.0,black-dragon-tg215
300,32.0,[],Yes,Choose Class / Grade,8.0,[u'Atomic Structure'],65.3061224489796,88.8888888888889,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065769.0,black-dragon-tg215
301,10.0,[],Yes,,3.0,[u'Atomic Structure'],20.40816326530612,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 12:16:00,49.0,9.0,atom-in-chemistry,1065770.0,black-duck-tg215
302,46.0,[],Yes,,6.0,[u'Atomic Structure'],93.87755102040815,66.66666666666666,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065770.0,black-duck-tg215
303,10.0,[],Yes,,3.0,[u'Atomic Structure'],20.40816326530612,33.33333333333333,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065771.0,black-eagle-tg215
304,14.0,[],Yes,,4.0,[u'Atomic Structure'],28.57142857142857,44.444444444444436,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065771.0,black-eagle-tg215
305,17.0,[],Yes,,5.0,[u'Atomic Structure'],34.693877551020414,55.555555555555564,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 13:16:00,49.0,9.0,atom-in-chemistry,1065772.0,black-elephant-tg215
306,49.0,[],Yes,,9.0,[u'Atomic Structure'],100.0,100.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-20 14:16:00,49.0,9.0,atom-in-chemistry,1065772.0,black-elephant-tg215
307,0.0,[],No,,0.0,[u'Atomic Structure'],0.0,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 15:25:00,49.0,9.0,atom-in-chemistry,1065788.0,black-lion-tg215
308,2.0,[],Yes,,1.0,[u'Atomic Structure'],4.081632653061225,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:20:00,49.0,9.0,atom-in-chemistry,1260076.0,blue-bat-sp100
309,2.0,[],Yes,,1.0,[u'Atomic Structure'],4.081632653061225,11.111111111111109,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-15 20:20:00,49.0,9.0,atom-in-chemistry,1260076.0,blue-bat-sp100
312,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065751.0,black-ant-tg215
313,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065752.0,black-apple-tg215
314,4.0,[],Yes,Grade 9,0.0,[u'English Elementary'],3.8461538461538463,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 15:15:00,104.0,13.0,ee-unit2-english-elementary,1065752.0,black-apple-tg215
315,24.0,[],Yes,Grade 9,3.0,[u'English Elementary'],23.07692307692308,23.07692307692308,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 10:15:00,104.0,13.0,ee-unit2-english-elementary,1065752.0,black-apple-tg215
316,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065753.0,black-banana-tg215
317,6.0,[],Yes,,0.0,[u'English Elementary'],5.769230769230768,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-25 15:15:00,104.0,13.0,ee-unit2-english-elementary,1065753.0,black-banana-tg215
318,22.0,[],Yes,,3.0,[u'English Elementary'],21.153846153846157,23.07692307692308,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 11:16:00,104.0,13.0,ee-unit2-english-elementary,1065753.0,black-banana-tg215
319,45.0,[],Yes,,7.0,[u'English Elementary'],43.269230769230774,53.846153846153854,4152015.0,Zphs Gannervaram,tg215,tg,2019-02-26 12:16:00,104.0,13.0,ee-unit2-english-elementary,1065753.0,black-banana-tg215
320,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065754.0,black-bat-tg215
321,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065755.0,black-bear-tg215
322,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065757.0,black-bulbul-tg215
323,2.0,[],Yes,,0.0,[u'English Elementary'],1.9230769230769231,0.0,4152015.0,Zphs Gannervaram,tg215,tg,2018-11-16 16:10:00,104.0,13.0,ee-unit2-english-elementary,1065758.0,black-bull-tg215
